aid,view,danmaku,reply,favorite,coin,share
4374,23551,1343,65,241,32,91
4379,4169,400,12,11,0,6
4350,3793,363,50,33,2,5
4362,49671,9432,625,1833,81,27
4380,1875,71,13,13,0,4
4381,19183,514,10,275,9,8
4384,32805,1731,51,295,34,32
4385,2268,38,5,2,0,5
4387,6153,165,7,11,2,6
4389,3256,555,44,35,0,4
4391,2417,85,15,5,0,3
4393,1503,112,4,3,0,5
4395,9665,487,48,132,2,8
4397,3679,151,52,10,1,11
4398,--,24,33,5,0,2
4403,3346,57,24,29,1,5
4404,4160,821,15,12,6,3
4383,77270,8029,301,4953,214,97
4406,34969,1906,32,186,36,28
4408,1543,60,8,4,0,3
4410,1513,3,13,4,0,4
4413,3367,128,43,51,6,4
4417,40432,4170,282,1710,189,82
4418,3577,196,31,55,3,5
4416,1034,15,27,11,0,5
4419,4941,114,20,115,1,9
4420,1199,11,10,10,0,3
4414,1837,36,19,20,1,3
4424,10153,674,63,90,9,11
4422,905,14,8,7,0,7
4428,1824,86,6,1,2,4
4421,--,114,11,5,4,4
4431,1692,0,15,15,4,5
4434,1028,5,9,8,1,4
4436,4110,75,27,37,4,3
4437,433545,11149,393,2780,379,427
4439,5881,226,37,21,3,11
4438,98149,6037,354,3337,415,81
4441,4657,61,14,57,12,7
4442,2494,94,21,38,9,3
4440,1292,34,9,2,2,4
4452,3643,99,24,54,1,5
4449,1220,63,9,1,0,2
4453,2700,91,16,16,1,2
4451,1490,109,21,33,2,13
4448,1170,57,19,24,3,3
4450,183161,3848,802,4648,592,243
4455,5581,223,48,82,7,7
4456,2206,606,19,14,0,2
4454,765,13,6,2,1,3
4457,1143,56,8,4,0,3
4459,576,9,6,2,0,1
4460,14117,718,48,62,9,7
4354,3809,424,18,46,8,5
4355,804,6,5,1,1,1
4461,2378,25,23,18,2,3
4462,1137,63,6,3,0,7
4360,1469,196,4,1,1,3
4378,4708,590,34,18,0,3
4464,4364,339,10,21,1,6
4465,739,24,7,2,0,3
4463,11164,549,22,97,9,2
4466,720,20,6,4,0,2
4467,644,23,4,7,1,1
4468,777,49,10,14,1,0
4472,1662,32,13,8,0,4
4473,922,26,12,11,0,6
4475,3051,48,16,11,1,3
4480,4891,543,18,19,2,4
4477,695,13,6,7,1,5
4478,3018,257,8,8,2,6
4479,509,6,2,3,1,7
4482,1272,26,10,6,0,4
4484,1967,657,27,6,1,1
4486,20215,292,36,323,13,98
4488,2461,542,22,11,4,6
4489,1733,88,11,3,2,5
4490,662,8,1,0,1,2
4491,1707,50,8,3,1,1
4492,1438,21,10,21,3,9
4493,3461,34,5,13,2,5
4494,1147,75,7,9,0,6
4497,2465,112,28,19,3,1
4496,2665,49,19,23,2,8
4495,43105,20642,305,153,9,30
4498,3354,41,20,87,9,5
4500,4859,2202,119,47,62,15
4503,3249,23,10,32,2,9
4502,1862,14,5,4,0,6
4504,1133,142,16,3,0,7
4505,9554,160,33,266,32,36
4506,5756,513,57,202,27,17
4507,548,9,4,1,0,3
4508,3963,194,39,4,1,5
4509,562,2,5,2,0,2
4510,2923,98,10,7,0,2
4511,8623,135,24,62,2,1
4513,3977,232,37,16,0,6
4514,2313,47,28,16,1,3
4516,82226,12401,91,350,12,7
4517,1186,44,4,30,2,4
4518,152218,24736,118,997,70,17
4519,4131,104,44,13,2,12
4523,2812,153,10,4,0,4
4524,4291,246,29,52,7,7
4525,7414,743,34,170,5,10
4526,1627,19,7,1,0,2
4528,1705,72,6,11,0,3
4527,1353,31,8,6,1,7
4529,7279,303,26,24,0,3
4530,1446,13,13,3,0,0
4532,6841,471,50,133,10,5
4531,9030,541,46,321,32,59
4533,7393,178,18,100,4,1
4535,--,309,23,10,2,0
4546,1237,17,21,16,2,3
4538,53824,683,51,193,5,12
4540,4777,250,23,37,0,10
4541,3838,94,30,170,8,3
4542,23159,421,173,730,19,11
4544,1257,10,6,11,1,8
4543,2094,31,20,8,0,7
4545,1241,11,22,14,0,2
4435,4155,114,13,44,5,7
4548,2941,11,14,4,2,5
4549,795,18,11,10,0,3
4551,1810,24,6,9,3,12
4550,977,55,16,7,0,3
4552,--,660,178,25,11,75
4553,27242,853,73,164,10,22
4555,954,187,10,5,0,3
4557,4965,190,203,16,13,7
4556,1210,14,10,8,1,3
4559,5680,174,29,80,3,2
4558,3345,13,10,15,4,7
4560,8084,165,16,120,3,6
4561,1139,7,4,11,0,6
4564,2007,74,16,28,2,5
4562,1018,110,8,5,0,3
4563,592,18,9,3,0,1
4565,4947,129,21,15,1,7
4566,102533,3276,54,40,58,7
4568,6629,399,31,2,0,2
4570,448,3,5,0,1,3
4571,6356,127,30,26,0,2
4579,--,481,40,364,16,37
4567,1521,10,31,20,2,6
4581,2597,60,25,18,1,6
4582,1795,59,11,6,3,4
4583,3309,91,15,16,3,9
4584,7842,159,21,43,2,3
4586,1834,20,13,9,0,3
4588,1711,61,16,0,1,4
4590,9249,861,67,121,37,7
4593,3351,51,17,50,2,6
4596,627,11,12,6,1,4
4599,17150,682,81,34,1,3
4606,3700,645,25,14,2,1
4607,1534,52,11,38,5,5
4595,3933,263,45,124,2,6
4598,6136,107,36,40,2,3
4602,12727,864,65,45,3,2
4620,8894,419,12,36,3,4
4624,3875,776,37,15,5,5
4625,36819,590,108,984,163,49
4627,22341,636,50,164,10,14
4603,4067,111,19,56,10,8
4597,1598,4,7,1,1,3
4600,14779,519,92,42,2,3
4619,968,44,11,10,2,3
4618,9496,220,34,26,2,8
4632,3635,85,28,47,2,6
4633,100829,2735,484,1424,86,18
4634,41675,739,356,1621,402,43
4641,1314,22,4,0,1,2
4640,8479,259,22,176,11,20
4644,24717,2081,139,984,63,32
4645,26288,879,120,552,38,50
4646,--,1191,90,574,24,45
4647,12357,186,27,116,6,6
4651,10896,815,43,35,4,7
4652,4444,226,50,57,7,13
4648,4052,186,46,12,3,1
4658,15450,683,10,46,2,3
4660,4467,123,32,60,6,4
4662,6742,122,21,201,6,4
4668,427,11,6,10,2,6
4669,353,3,2,1,1,2
4671,6245,249,13,167,26,37
4670,9138,800,54,32,1,6
4672,1504,26,20,28,3,5
4656,3201,233,26,44,1,3
4673,4452,404,26,34,5,2
4659,2436,103,31,11,1,5
4604,--,48,10,1,0,4
4679,7299,110,49,129,8,4
4681,810,19,15,8,4,6
4680,520,14,2,1,1,2
4682,--,113,18,24,0,7
4683,2881,275,29,3,1,5
4684,3776,345,7,35,4,6
4637,2849,128,24,70,12,6
4686,2978,56,27,7,1,5
4639,--,253,45,86,23,19
4687,1026,27,11,12,1,1
4650,3088,160,22,13,2,4
4677,16782,177,23,100,18,7
4689,1922,93,7,1,2,3
4692,6265,651,22,67,4,4
4693,2838,77,5,30,3,5
4696,3102,289,18,30,5,4
4695,12059,1667,83,212,25,8
4697,1897,84,6,30,1,0
4698,2658,998,65,25,1,9
4699,10094,295,33,80,5,8
4700,685,2,7,5,2,4
4702,1867,150,17,20,2,5
4703,1602,93,6,19,2,5
4704,1540,109,6,17,1,7
4706,1592,86,4,17,1,1
4705,2553,114,14,3,2,4
4708,1956,160,9,16,3,5
4709,3402,78,59,50,4,6
4710,11102,1576,51,109,8,9
4711,8464,937,57,54,13,1
4714,937,14,6,7,2,3
4715,1342,55,4,23,4,5
4716,577,8,6,12,1,6
4723,2775,76,5,37,2,5
4725,10212,826,69,139,2,4
4724,1686,32,18,6,1,5
4722,1205,100,10,14,3,4
4727,548,9,3,6,1,2
4726,1087,10,8,20,1,2
4728,1058,280,13,3,1,5
4729,4436,109,16,49,1,4
4730,4657,208,30,51,6,4
4732,3778,74,9,10,1,1
4735,1948,6,6,4,1,8
4736,2152,95,16,4,1,2
4737,870,16,6,3,1,6
4739,2256,39,10,20,1,6
4747,20792,509,73,203,6,13
4748,--,262,50,43,2,2
4749,749,11,4,4,1,5
4751,4362,175,41,18,4,7
4752,4352,123,15,3,0,9
4754,3739,46,18,4,0,4
4755,1291,29,19,19,0,7
4756,7067,146,13,135,7,4
4761,2822,138,16,14,3,7
4762,1898,78,15,27,1,3
4765,709,52,5,30,2,4
4764,913,46,11,24,2,4
4763,93736,15664,707,1435,76,38
4766,2125,45,16,14,0,5
4767,5253,151,6,83,3,4
4772,36573,5109,68,143,12,9
4771,1117,11,3,1,0,0
4773,7254,221,25,163,7,6
4774,1314,19,6,1,0,1
4776,2962,334,14,5,0,0
4778,1269,143,5,1,0,1
4780,1157,20,21,15,1,4
4781,3605,11,19,7,0,4
4783,1723,83,9,2,0,4
4785,2050,39,18,8,0,8
4784,57400,4261,43,428,30,9
4790,885,43,6,9,2,2
4787,31256,760,44,555,49,118
4789,5386,44,18,25,2,4
4791,2141,257,9,25,3,6
4792,17496,2562,81,276,42,11
4793,67908,791,159,1218,41,163
4788,952,99,10,1,0,5
4786,4821,413,36,11,0,6
4795,1646,90,28,8,1,6
4798,3432,458,18,19,0,4
4802,2050,94,48,5,2,3
4801,1402,39,5,2,0,8
4803,1061,47,8,10,0,2
4806,3576,84,32,23,1,8
4809,21116,0,740,55,11,3
4811,3742,57,26,49,5,6
4812,1788,66,22,11,1,3
4813,1775,125,26,18,4,9
4815,8333,155,29,269,14,9
4816,15217,385,82,149,2,3
4820,15579,255,58,216,7,4
4821,713,140,10,11,0,4
4822,4050,119,22,131,11,6
4824,178402,8663,541,3113,367,267
4826,28803,1347,186,401,71,55
4827,1254,37,15,16,1,5
4829,4820,471,49,16,0,5
4828,11012,59,56,25,0,5
4831,775,11,2,1,0,2
4837,1580,46,9,2,0,7
4841,9663,337,27,23,1,4
4840,6245,162,25,80,5,6
4842,10945,183,35,30,2,4
4849,23613,1079,182,469,10,7
4862,10958,268,63,150,16,8
4864,2334,26,11,47,1,2
4848,5356,316,38,13,2,2
4875,5351,205,35,34,2,23
4872,3512,588,25,10,3,5
4857,1922,18,9,1,1,4
4860,860,17,12,1,0,4
4861,20481,60,30,208,7,4
4851,4090,264,45,36,0,6
4855,1160,31,21,1,0,3
4852,1134,75,18,23,4,4
4871,27858,3077,51,758,85,58
4866,1240,24,8,16,2,3
4870,3545,71,7,40,2,2
4876,2100,18,13,26,2,3
4873,99519,6051,498,1842,62,59
4867,48097,1639,193,705,20,17
4856,12569,526,71,5,14,9
4847,1554,70,10,4,0,7
4877,704,22,10,6,0,5
4879,10079,96,30,68,1,1
4883,4916,73,34,56,2,4
4887,1631,3,8,3,0,5
4888,872,14,9,4,0,4
4892,1993,30,8,6,1,3
4889,15587,527,64,91,21,27
4886,1681,1,3,5,0,3
4890,2467,87,15,8,0,3
4893,33102,851,58,557,29,50
4896,950,68,7,15,2,3
4895,1924,66,14,27,0,1
4894,127697,6546,383,1417,78,27
4903,828952,21702,943,1593,535,375
4900,1247,41,13,2,0,4
4905,2265,53,29,14,1,3
4902,1585,70,9,5,2,5
4906,1448,54,5,2,0,4
4913,11385,504,25,112,2,7
4915,4276,210,33,103,5,6
4917,4544,602,33,4,1,5
4914,5778,99,29,53,2,10
4921,18916,1040,28,207,8,4
4923,4359,176,53,56,2,5
4920,7956,693,20,11,0,5
4928,1419,152,7,10,0,6
4929,1809,83,20,1,0,2
4932,929,377,10,2,0,1
4933,2386,74,23,2,0,5
4949,5326,51,19,31,0,10
4941,42958,1050,109,155,31,7
4940,896,62,7,5,1,4
4952,420,25,5,3,0,7
4953,3279,23,22,107,13,10
4948,31145,1145,87,537,61,32
4950,1556,62,8,21,0,5
4970,21955,620,74,193,10,25
4968,1588,113,19,17,0,3
4943,19185,1588,106,399,34,27
4942,600,7,2,4,1,3
4964,3894,354,28,46,2,5
4965,4180,333,44,39,1,6
4963,11238,975,51,17,1,6
4945,90142,5147,1169,5989,600,240
4967,5410,599,11,25,3,4
4960,2341,171,16,25,1,5
4969,1181,13,10,3,0,9
4946,2022,266,10,6,0,7
4955,1220,65,11,39,3,4
4966,2690,31,13,4,0,3
4971,3197,64,15,76,15,2
4974,3145,410,13,9,0,4
4976,3287,392,46,40,1,1
4977,18405,1819,35,147,9,15
4978,3179,57,11,49,1,4
4981,5398,304,13,28,1,2
4979,9743,795,26,125,3,6
4984,26646,2139,55,975,21,13
4993,18252,238,12,11,0,3
4994,21110,714,51,352,2,5
4990,363439,19144,543,1288,362,241
5001,1625,34,22,2,0,2
4991,39701,1301,236,1252,81,32
4998,2316,120,17,13,0,2
4999,20296,2309,33,230,7,4
5007,6554,946,23,16,0,9
5006,138,310,31,5,0,6
5013,2602,109,11,5,2,4
5014,2004,419,19,3,0,2
5017,11883,10,12,13,6,7
5020,5965,45,41,24,27,9
5027,8402,233,9,139,4,10
5026,1454,206,18,4,1,3
5025,11910,559,98,124,3,5
5008,1235,10,5,3,0,4
5009,26404,635,136,674,148,46
5024,140,126,33,39,1,4
5015,14081,526,33,70,2,10
5022,43494,96,167,558,47,21
5039,4879,661,38,13,0,2
5037,4605,389,27,13,1,8
5036,3251,33,12,22,2,3
5041,4721,162,27,98,6,5
5040,11317,548,41,183,10,23
5045,17625,557,54,543,26,40
5047,8340,248,27,33,0,5
5051,7484,427,35,58,3,5
5050,5790,88,33,106,7,9
5052,157376,51,196,643,89,37
5054,3576,48,12,24,1,6
5057,6604,47,16,5,0,4
5059,3779,47,10,93,7,10
5058,10186,101,12,3,0,7
5062,5683,59,5,4,5,2
5060,669,150,75,76,2,6
5065,244,61,3,1,1,8
5069,4585,92,12,5,3,3
5068,60773,7786,166,452,81,219
5066,2850,114,12,6,1,4
5070,11936,508,15,13,2,2
5073,1305,13,8,14,4,4
5071,734,4,3,1,1,4
5078,1336,68,8,13,2,0
5083,2213,90,25,69,0,8
5087,2002,88,25,18,0,1
5088,275,70,25,5,1,4
5090,9248,142,28,69,1,0
5089,1675,20,13,1,1,5
5091,131805,6322,713,3826,130,139
5002,802,24,10,4,0,5
5094,3793,120,11,4,1,6
5095,2698,112,14,6,0,6
5097,57925,950,169,840,41,25
5100,7627,292,43,22,1,2
5106,2613,154,15,1,1,1
5108,624,119,14,4,0,4
5103,2347,232,10,3,2,6
5109,1103,7,3,7,1,6
5105,48846,955,176,739,58,16
5110,2297,95,18,50,2,5
5111,237,64,14,28,0,2
5112,641,108,22,88,11,6
5113,7912,308,52,116,24,10
5116,676,17,8,11,0,2
5119,14824,315,89,363,26,7
5118,7228,1028,23,24,3,9
5121,19201,546,45,224,12,11
5126,1492,15,15,27,1,5
5127,1527,32,12,10,1,5
5132,--,3078,200,432,11,6
5131,208,35,9,12,0,1
5134,2062,48,19,9,0,2
5135,911,25,19,3,0,2
5133,565,380,36,106,2,4
5125,34384,43,25,26,1,4
5141,817,13,9,1,0,2
5146,4377,137,7,14,3,2
5150,1581,10,8,13,0,4
5152,7056,936,15,3,0,6
5155,2871,133,13,20,3,5
5159,6490,411,33,60,0,3
5164,1054,43,11,13,1,12
5163,452,107,25,21,0,7
5157,7164,193,44,64,7,11
5167,9903,360,33,73,6,18
5168,4336,420,18,24,12,7
5169,914,107,12,30,2,2
5171,1937,42,2,16,4,6
5170,3524,143,31,31,1,5
5172,4807,495,24,55,2,5
5173,2751,39,13,10,1,4
5175,11847,683,91,163,7,13
5179,5837,192,7,18,0,9
5178,45460,18586,199,598,28,22
5180,2671,220,22,13,0,4
5084,--,385,30,15,0,0
5182,2847,397,55,5,0,7
5183,10729,385,18,35,3,6
5189,79,148,8,5,1,3
5186,1585,23,14,1,0,4
5192,18876,1064,97,119,13,10
5194,6348,668,44,13,2,4
5196,1802,125,14,3,0,4
5197,861,87,6,16,2,7
5198,14217,415,38,364,34,22
5199,2153,402,18,33,4,4
5204,32969,1209,52,674,26,12
5202,561,5,4,9,0,7
5208,3431,4,3,7,1,5
5206,3733,396,23,16,0,7
5209,3518,293,17,18,0,6
5205,1883,210,10,7,0,9
5211,2972,220,23,5,0,3
5217,903,15,8,1,0,2
5222,5908,168,44,45,1,7
5220,14015,852,86,150,45,10
5225,5460,165,23,51,1,5
5227,640,45,6,6,0,2
5228,2433,127,15,6,0,2
5229,1108,18,6,10,3,2
5230,2926,115,19,5,0,2
5233,8530,586,68,341,20,16
5129,1811,62,15,12,4,7
5234,2011,142,10,3,0,0
5238,6313,160,74,288,44,30
5128,1088,39,7,14,0,6
5239,33976,2123,200,837,55,20
5240,179,27,8,2,0,3
5241,431,84,32,4,0,9
5242,6542,283,16,27,1,4
5243,17820,441,35,259,19,57
5244,20105,66,30,99,0,2
5245,7420,140,42,46,2,4
5247,2026,65,8,15,0,6
5246,1652,60,26,17,1,5
5252,20316,222,110,197,13,4
5256,1904,37,15,14,1,7
5255,2373,9,6,1,0,1
5258,9380,97,21,124,23,13
5257,1523,49,13,11,6,14
5260,2502,18,4,8,0,4
5261,479,8,4,4,0,5
5262,538,7,4,2,0,3
5265,93,31,21,7,2,3
5263,5069,63,5,26,0,6
5266,2997,141,11,13,0,10
5267,43039,1173,213,357,33,16
5268,1888,131,15,2,0,4
5270,2011,127,5,4,1,7
5273,3892,154,14,9,0,6
5274,3498,31,28,75,13,4
5275,1739,0,7,9,0,5
5277,1683,369,9,4,1,5
5272,21847,1027,26,32,18,11
5278,16725,312,55,87,5,11
5281,1693,32,15,5,2,2
5282,2095,9,5,11,0,1
5283,1309,8,7,2,0,3
5284,11833,556,22,122,6,8
5286,3234,279,25,19,0,1
5291,247,1292,28,19,1,2
5290,--,179,54,9,0,2
5293,1010,67,4,4,2,3
5294,1980,59,9,51,4,5
5295,1578,44,6,14,0,2
5297,6999,103,32,242,14,4
5298,5225,719,40,58,18,7
5301,2242,48,15,35,1,5
5303,1020,41,12,1,0,2
5305,159686,24757,459,4739,222,123
5307,--,982,14,12,1,10
5309,1665,41,6,1,0,3
5314,223,258,18,2,0,4
5315,1200,21,14,4,0,2
5319,1123,40,16,16,0,6
5321,1705,48,22,12,1,5
5323,232059,10513,202,1225,173,178
5322,704,7,4,3,0,1
5324,722,6,6,8,2,6
5326,1813,119,12,35,3,12
5325,--,484,356,234,126,56
5330,4263,499,22,49,5,14
5317,--,5167,839,5575,400,446
5316,406,84,56,22,0,6
5318,575,6,8,6,0,3
5327,1679,83,11,9,0,2
5329,5548,158,37,34,2,7
5332,167,18,8,5,0,4
5313,20393,1387,66,268,62,4
5336,490,16,8,7,1,2
5337,5702,97,32,160,14,6
5339,4818,230,13,14,1,5
5340,410,3,4,1,0,3
5343,1336,19,7,2,0,6
5344,--,489,245,5064,305,21
5346,6346,603,36,34,2,7
5347,1477,90,11,4,0,8
5348,4029,257,26,30,1,3
5349,2127,222,16,1,0,5
5355,995,12,8,3,0,6
5356,9690,100,21,63,3,6
5357,237,28,9,13,1,5
5359,932,7,4,4,0,5
5360,1805,17,8,11,0,5
5362,45,15,14,7,0,2
5363,2622,94,24,4,0,3
5364,4248,99,23,93,3,7
5365,3276,172,15,6,1,4
5366,66707,5798,193,3639,138,69
5367,3992,95,19,32,1,5
5353,4006,31,9,1,0,3
5368,40865,2902,89,76,16,5
5369,64684,2138,507,497,7,13
5370,905,37,5,3,0,4
5374,64613,2401,59,58,35,8
5376,389780,44026,422,287,201,40
5379,22138,396,120,270,19,4
5381,2292,133,18,6,0,3
5382,521,14,6,3,0,3
5380,2682,38,11,21,3,8
5383,172,127,9,22,1,3
5384,821,20,9,9,0,3
5385,537,13,4,7,2,3
5386,2545,545,19,31,2,2
5390,27278,536,103,336,27,5
5393,77207,1639,73,86,11,6
5392,3188,60,12,43,5,10
5394,2061,65,9,26,0,3
5396,1536,13,6,4,0,5
5398,2202,167,8,47,1,7
5402,2796,157,26,51,5,7
5406,1166,15,6,1,0,2
5407,--,93,17,4,2,1
5411,1013,298,11,6,1,3
5412,576,2,18,1,0,4
5413,1417,29,9,16,0,6
5418,2934,66,159,18,5,3
5417,2732,45,10,2,0,5
5421,2124,29,21,5,0,5
5420,2034,34,14,3,2,1
5422,816,39,16,3,0,1
5423,1823,5,12,16,1,4
5424,1335,16,8,0,0,5
5425,7410,229,47,91,5,3
5426,16,5,9,6,0,4
5428,8127,112,36,87,2,5
5429,9615,107,32,47,0,7
5430,4106,120,22,75,3,3
5433,1241,32,10,2,0,1
5432,11958,505,60,118,9,10
5434,526,3,2,5,1,5
5435,5103,293,9,10,2,1
5436,6102,75,25,36,2,3
5437,3478,46,14,18,0,5
5438,5871,122,359,74,4,10
5440,5889,123,25,11,1,10
5441,--,57,107,26,3,8
5442,2048,181,12,37,1,0
5445,376,219,10,23,0,7
5450,2014,226,7,15,2,5
5451,5957,33,20,4,1,3
5444,780,3,6,4,0,5
5457,41193,59,11,312,7,17
5456,2278,61,7,9,1,3
5460,4371,91,15,19,1,7
5361,3148,103,20,3,0,3
5462,120,95,21,18,1,3
5463,527,0,4,2,0,2
5464,1516,14,9,5,0,5
5465,99199,1411,316,2879,212,56
5459,3745,109,16,23,2,3
5455,--,90,62,35,0,2
5468,2198,105,16,12,0,4
5470,487,35,2,4,0,2
5472,26,3,2,1,0,2
5473,1932,24,34,3,1,5
5474,374,1,2,4,0,2
5475,1431,96,7,1,1,5
5469,1359,101,8,3,1,5
5477,22935,540,213,232,2,5
5483,1014,23,13,1,1,6
5486,45241,1417,36,54,4,2
5487,1262,140,40,270,21,25
5478,1437,62,29,10,1,6
5490,1238,52,19,53,4,6
5494,--,17,8,15,1,2
5497,3174,162,12,5,0,3
5500,19979,182,45,171,3,9
5501,42434,1875,33,49,20,6
5491,3090,60,20,50,4,10
5504,3792,51,22,57,1,6
5505,--,12,15,11,1,1
5495,9775,71,14,110,0,1
5507,--,448,92,139,32,17
5508,1446,176,4,2,0,7
5509,226,28,14,19,1,11
5510,5122,254,21,16,0,2
5514,--,379,33,123,5,12
5511,1019,63,13,8,1,1
5512,--,6,11,31,2,3
5513,--,102,11,16,1,3
5516,988,22,13,19,2,1
5515,28706,524,148,601,36,17
5518,2441,6,5,16,0,4
5519,5728,117,20,50,9,10
5520,867,14,8,10,0,1
5523,2252,105,14,50,6,6
5521,816,54,13,10,1,7
5522,301987,8308,1051,2132,402,514
5526,2963,31,11,12,0,5
5525,--,211,63,62,19,5
5527,168,108,6,9,2,3
5529,1926,7,6,10,1,2
5531,7963,433,37,77,5,2
5532,1371,52,13,51,1,3
5534,1950,21,8,3,1,4
5524,1291,20,9,7,0,4
5537,12984,95,16,160,9,6
5539,9928,204,15,38,6,7
5541,2304,91,11,11,1,6
5543,2243,284,16,4,1,2
5544,143640,3539,521,2349,40,156
5546,1052,231,14,11,1,2
5545,7941,0,21,8,1,2
5448,1994,219,11,1,0,6
5547,18182,856,15,16,15,9
5550,35358,4035,49,16,8,5
5551,61167,3243,129,1468,166,78
5553,1882,86,19,5,0,6
5561,83,164,7,15,1,2
5562,544,1,4,5,0,2
5563,1181,60,7,37,0,6
5567,1630,14,10,108,7,9
5566,6484,1095,28,17,0,3
5573,411,8,4,4,0,1
5575,19669,39,173,358,29,6
5576,549,5,4,8,0,5
5577,14277,424,111,162,17,3
5579,33,6,4,4,0,1
5578,1028,5,5,17,2,3
5583,27302,979,37,427,8,7
5585,31771,877,193,1677,141,40
5586,2710,10005,168,1104,31,8
5588,3014,146,23,30,7,8
5589,3908,109,16,17,0,5
5590,1764,67,14,13,1,9
5592,2266,43,13,18,1,7
5593,--,40,8,3,0,5
5594,12813,189,127,51,22,2
5595,10120,38,9,49,0,5
5597,14273,416,15,55,4,8
5598,--,28,5,5,1,1
5599,--,30,26,37,8,7
5600,1635,94,17,3,1,2
5601,--,73,12,29,6,2
5602,1352,17,9,2,2,5
5603,4295,213,16,67,3,5
5605,3272,140,14,13,0,3
5606,957,48,16,42,4,4
5608,--,3472,152,2564,374,61
5609,3055,71,17,37,0,5
5610,460,17,3,1,0,1
5612,958,17,3,2,0,2
5615,9971,540,20,4,0,16
5613,46860,3,110,301,20,13
5614,1143,29,7,9,0,7
5617,565,92,25,185,3,10
5616,1703,13,11,14,3,3
5618,156,169,29,23,1,5
5619,3247,114,8,8,1,8
5620,1785,212,6,3,0,5
5621,3608,234,15,40,6,5
5622,4155,371,37,22,1,7
5611,11657,189,19,105,26,11
5639,1150,28,4,0,0,2
5641,5187,26,11,49,2,7
5642,16901,4545,42,48,5,4
5643,16588,235,56,770,125,48
5644,18788,917,39,290,9,5
5646,3233,166,22,38,3,6
5649,1050,14,12,17,1,2
5651,8201,324,44,149,13,8
5652,990,5,5,12,0,5
5658,734,10,2,14,0,0
5659,487,36,6,8,0,1
5668,521,11,1,1,1,0
5667,1121,208,12,8,0,1
5670,2640,42,11,15,3,5
5653,15,17,12,8,1,1
5671,21100,589,49,228,7,6
5673,1648,24,5,2,0,3
5672,2019,69,9,3,0,6
5660,465804,854,594,1219,58,54
5661,792,14,8,6,2,6
5674,699,14,8,13,0,3
5676,15159,810,46,50,1,0
5677,--,545,14,21,4,3
5679,--,607,118,150,0,6
5680,97,106,4,8,0,3
5678,1856,38,42,5,1,2
5682,1099,51,6,4,0,1
5689,3747,55,11,32,2,4
5690,1158,26,4,10,1,4
5693,339683,35391,2118,16797,2195,2991
5694,871,12,4,5,0,3
5696,28837,511,32,81,4,10
5695,1399,178,6,1,0,4
5697,1186,22,5,0,1,1
5699,1205,13,6,18,1,4
5700,699,9,3,5,0,1
5701,115,4,1,4,0,9
5702,761,12,2,6,1,3
5704,957,43,4,8,4,5
5707,857,1,1,2,0,6
5709,1011,20,3,18,0,4
5708,186,80,12,2,0,5
5711,1773,163,4,15,1,2
5714,3321,120,4,3,1,6
5715,1678,64,4,4,2,4
5716,875,214,8,5,1,3
5717,1492,46,5,2,0,4
5718,821,115,3,5,1,5
5719,27592,1095,225,1253,244,50
5721,1105,11,4,12,0,7
5722,1932,24,2,14,0,4
5723,14,7,2,4,0,0
5725,13919,408,15,358,5,6
5726,2603,59,11,87,4,6
5727,2935,37,9,74,3,4
5728,230726,6228,889,6576,502,113
5731,5675,100,9,81,12,6
5732,664,6,2,4,0,2
5733,2767,264,2,5,0,4
5729,89,38,13,36,0,2
5730,1501,20,2,2,0,3
5735,12004,287,18,62,14,7
5737,7386,435,24,227,9,10
5741,11031,181,48,201,11,6
5742,1813,144,11,25,0,4
5736,3180,114,12,47,1,4
5747,621,10,3,8,5,3
5746,588,8,6,4,2,4
5749,2157,35,17,6,3,6
5750,3171,43,9,14,6,5
5752,4016,555,8,9,0,4
5754,508,10,5,5,0,6
5753,96,9,4,4,0,3
5756,681,2,4,5,1,2
5755,570,6,3,7,1,7
5757,2254,8,7,10,0,4
5758,17006,1563,55,435,16,17
5759,1508,83,3,8,0,3
5764,1921,330,2,3,0,4
5765,2333,66,91,89,14,9
5766,14472,383,14,71,3,11
5768,599,25,5,6,3,2
5769,797,194,11,73,7,13
5770,1369,26,7,14,0,4
5772,3145,41,4,6,0,4
5773,1518,17,2,1,1,3
5776,1926,24,11,35,6,4
5777,198,78,8,10,0,4
5780,2704,61,7,18,0,7
5784,855,18,3,6,0,2
5787,17214,207,35,306,38,12
5785,1680,30,6,4,1,5
5788,1416,11,6,7,0,3
5789,388,889,27,58,2,0
5791,2746,35,4,29,2,1
5793,9535,278,48,196,27,12
5794,45052,1597,138,572,59,32
5783,2630,0,38,20,9,3
5782,10115,319,32,237,7,5
5795,1254,32,14,5,0,5
5796,19472,249,63,865,36,27
5799,4033,776,40,11,14,2
5800,4421,20,6,3,1,4
5801,11654,226,6,15,0,7
5803,11518,193,11,145,2,3
5807,110,7,3,2,0,5
5809,109475,5001,154,2473,238,95
5811,3741,61,4,6,0,2
5815,1592,44,3,2,0,2
5814,6168,118,55,283,31,16
5816,1416,79,4,5,0,3
5805,5088,118,3,24,0,3
5817,5138,233,7,9,1,8
5818,115,115,1,3,0,3
5821,1268,25,7,4,1,8
5822,2593,121,4,14,0,1
5825,70538,1210,232,1805,128,90
5827,4485,331,9,4,1,3
5813,64053,950,517,2118,286,40
5829,1169,1372,42,98,4,7
5832,487,2,3,3,1,3
5833,1364,28,3,7,1,2
